unique_id,ds,y,AutoBiTCN
india/family/F2B,2026-02-01,15310.0,15310.736992657185
india/family/F2B,2026-03-01,15310.0,15309.094930231571
india/family/F2B,2026-04-01,15482.0,15307.88787651062
india/family/F2B,2026-05-01,15482.0,15488.898881912231
india/family/F2B,2026-06-01,15605.0,15487.755473136902
india/family/F2B,2026-07-01,15666.0,15613.370761871338
india/family/F3,2024-08-01,12874.0,12877.673887014389
india/family/F3,2024-09-01,12874.0,12875.730174541473
india/family/F3,2024-10-01,12874.0,12872.768374919891
india/family/F3,2024-11-01,12888.0,12870.981434106827
india/family/F3,2024-12-01,12888.0,12885.561141729355
india/family/F3,2025-01-01,12965.0,12886.435160636902
india/family/F3,2025-02-01,12965.0,12969.057444095612
india/family/F3,2025-03-01,12965.0,12968.359324455261
india/family/F3,2025-04-01,13239.0,12963.798142790794
india/family/F3,2025-05-01,13239.0,13252.002442359924
india/family/F3,2025-06-01,13321.0,13244.215926647186
india/family/F3,2025-07-01,13361.0,13324.387803077698
india/family/F3,2025-08-01,13361.0,13369.4915933609
india/family/F3,2025-09-01,13361.0,13358.608076334
india/family/F3,2025-10-01,13399.0,13355.656832695007
india/family/F3,2025-11-01,13399.0,13398.270904839039
india/family/F3,2025-12-01,13399.0,13397.855164885521
india/family/F3,2026-01-01,13399.0,13396.444264650345
india/family/F3,2026-02-01,13399.0,13399.706589221954
india/family/F3,2026-03-01,13399.0,13396.870746850967
india/family/F3,2026-04-01,13504.0,13395.744623184204
india/family/F3,2026-05-01,13559.0,13509.776476860046
india/family/F3,2026-06-01,13559.0,13567.654592514038
india/family/F3,2026-07-01,13619.0,13562.585004329681
india/family/F4,2024-08-01,11344.0,11344.191191926599
india/family/F4,2024-09-01,11344.0,11344.439826220274
india/family/F4,2024-10-01,11382.0,11343.114324569702
india/family/F4,2024-11-01,11389.0,11383.521013379097
india/family/F4,2024-12-01,11389.0,11390.81143772602
india/family/F4,2025-01-01,11420.0,11389.53042948246
india/family/F4,2025-02-01,11420.0,11422.06062579155
india/family/F4,2025-03-01,11420.0,11420.074478931725
india/family/F4,2025-04-01,11488.0,11418.298956155777
india/family/F4,2025-05-01,11488.0,11491.408555746078
india/family/F4,2025-06-01,11488.0,11489.330060720444
india/family/F4,2025-07-01,11511.0,11486.804351210594
india/family/F4,2025-08-01,11627.0,11512.983577132225
india/family/F4,2025-09-01,11627.0,11631.685260772705
india/family/F4,2025-10-01,11627.0,11629.52689409256
india/family/F4,2025-11-01,11627.0,11628.02585208416
india/family/F4,2025-12-01,11627.0,11627.722772598267
india/family/F4,2026-01-01,11627.0,11623.674432992935
india/family/F4,2026-02-01,11627.0,11623.526524543762
india/family/F4,2026-03-01,11627.0,11625.905751466751
india/family/F4,2026-04-01,11627.0,11626.371512949467
india/family/F4,2026-05-01,11627.0,11626.185146391392
india/family/F4,2026-06-01,11627.0,11626.441618800163
india/family/F4,2026-07-01,11627.0,11626.063723742962
mexico/family/F1,2024-08-01,9989.0,10002.56235408783
mexico/family/F1,2024-09-01,9989.0,9998.737894058228
mexico/family/F1,2024-10-01,10227.0,9989.775466382504
mexico/family/F1,2024-11-01,10918.0,10236.495218276978
mexico/family/F1,2024-12-01,10918.0,10958.966861724854
mexico/family/F1,2025-01-01,10918.0,10945.012678146362
mexico/family/F1,2025-02-01,10918.0,10932.33763885498
mexico/family/F1,2025-03-01,10918.0,10922.899779319763
mexico/family/F1,2025-04-01,10958.0,10901.047830581665
mexico/family/F1,2025-05-01,11069.0,10947.10549068451
mexico/family/F1,2025-06-01,11069.0,11077.22795677185
mexico/family/F1,2025-07-01,11069.0,11075.660274982452
mexico/family/F1,2025-08-01,11069.0,11069.393108725548
mexico/family/F1,2025-09-01,11069.0,11066.513651132584
mexico/family/F1,2025-10-01,11283.0,11056.917066574097
mexico/family/F1,2025-11-01,11283.0,11289.39363527298
mexico/family/F1,2025-12-01,11382.0,11290.254258155823
mexico/family/F1,2026-01-01,11566.0,11390.760533332825
mexico/family/F1,2026-02-01,11678.0,11590.40097618103
mexico/family/F1,2026-03-01,11678.0,11688.436847686768
mexico/family/F1,2026-04-01,11733.0,11674.888924598694
mexico/family/F1,2026-05-01,11914.0,11734.194543600082
mexico/family/F1,2026-06-01,11999.0,11924.162134170532
mexico/family/F1,2026-07-01,11999.0,12007.315121650696
mexico/family/F2A,2024-08-01,16833.0,16859.512546539307
mexico/family/F2A,2024-09-01,16833.0,16838.322385787964
mexico/family/F2A,2024-10-01,16868.0,16854.24271965027
mexico/family/F2A,2024-11-01,16906.0,16872.357046604156
mexico/family/F2A,2024-12-01,16906.0,16905.22424221039
mexico/family/F2A,2025-01-01,16936.0,16912.57028913498
mexico/family/F2A,2025-02-01,16936.0,16967.28977584839
mexico/family/F2A,2025-03-01,16936.0,16959.92511367798
mexico/family/F2A,2025-04-01,16936.0,16957.34315109253
mexico/family/F2A,2025-05-01,16936.0,16930.407931804657
mexico/family/F2A,2025-06-01,16936.0,16929.139403820038
mexico/family/F2A,2025-07-01,17198.0,16929.090791225433
mexico/family/F2A,2025-08-01,17198.0,17207.219816207886
mexico/family/F2A,2025-09-01,17198.0,17206.06798171997
mexico/family/F2A,2025-10-01,17563.0,17199.48914539814
mexico/family/F2A,2025-11-01,17563.0,17584.562576293945
mexico/family/F2A,2025-12-01,17563.0,17570.931096553802
mexico/family/F2A,2026-01-01,17563.0,17561.696583390236
mexico/family/F2A,2026-02-01,17563.0,17567.029194831848
mexico/family/F2A,2026-03-01,17563.0,17559.142817258835
mexico/family/F2A,2026-04-01,17563.0,17554.638138771057
mexico/family/F2A,2026-05-01,17744.0,17561.065618395805
mexico/family/F2A,2026-06-01,17897.0,17756.41305923462
mexico/family/F2A,2026-07-01,17897.0,17918.026151657104
mexico/family/F2B,2024-08-01,10788.0,10787.455338478088
mexico/family/F2B,2024-09-01,10788.0,10794.190589427948
mexico/family/F2B,2024-10-01,10972.0,10784.229842185974
mexico/family/F2B,2024-11-01,11139.0,10974.753972291946
mexico/family/F2B,2024-12-01,11139.0,11155.642042160034
mexico/family/F2B,2025-01-01,11139.0,11146.578567028046
