unique_id,ds,y,control-patchtst
india/employment/EB3,2026-07-01,14245.0,14246.768836975098
india/employment/EB3,2026-08-01,14245.0,14274.921438217163
india/employment/EB3,2026-09-01,14245.0,14257.201992034912
india/employment/EB3_OW,2024-10-01,13819.0,13948.250366210938
india/employment/EB3_OW,2024-11-01,13819.0,13805.85073184967
india/employment/EB3_OW,2024-12-01,13826.0,13828.071654319763
india/employment/EB3_OW,2025-01-01,13849.0,13829.019389152527
india/employment/EB3_OW,2025-02-01,13863.0,13859.394163131714
india/employment/EB3_OW,2025-03-01,13911.0,13874.882100105286
india/employment/EB3_OW,2025-04-01,13970.0,13948.152156829834
india/employment/EB3_OW,2025-05-01,13984.0,13994.11847114563
india/employment/EB3_OW,2025-06-01,13984.0,13985.451898694038
india/employment/EB3_OW,2025-07-01,13991.0,13967.49666595459
india/employment/EB3_OW,2025-08-01,14021.0,14000.365575790405
india/employment/EB3_OW,2025-09-01,14021.0,14032.72139453888
india/employment/EB3_OW,2025-10-01,14113.0,14027.07609796524
india/employment/EB3_OW,2025-11-01,14113.0,14146.250713348389
india/employment/EB3_OW,2025-12-01,14144.0,14113.873528122902
india/employment/EB3_OW,2026-01-01,14198.0,14174.553831100464
india/employment/EB3_OW,2026-02-01,14198.0,14231.128273010254
india/employment/EB3_OW,2026-03-01,14198.0,14203.119164943695
india/employment/EB3_OW,2026-04-01,14198.0,14208.554522514343
india/employment/EB3_OW,2026-05-01,14198.0,14192.478768348694
india/employment/EB3_OW,2026-06-01,14228.0,14197.460488796234
india/employment/EB3_OW,2026-07-01,14245.0,14246.768836975098
india/employment/EB3_OW,2026-08-01,14245.0,14274.921438217163
india/employment/EB3_OW,2026-09-01,14245.0,14257.201992034912
india/family/F1,2024-10-01,14904.0,14904.389202922583
india/family/F1,2024-11-01,14904.0,14908.721165657043
india/family/F1,2024-12-01,14904.0,14907.237911701202
india/family/F1,2025-01-01,14935.0,14909.04533624649
india/family/F1,2025-02-01,14935.0,14951.198316574097
india/family/F1,2025-03-01,14935.0,14937.319395303726
india/family/F1,2025-04-01,15049.0,14938.522135734558
india/family/F1,2025-05-01,15049.0,15075.884754180908
india/family/F1,2025-06-01,15134.0,15054.657713413239
india/family/F1,2025-07-01,15171.0,15168.870082855225
india/family/F1,2025-08-01,15171.0,15195.701845169067
india/family/F1,2025-09-01,15171.0,15174.925781726837
india/family/F1,2025-10-01,15287.0,15176.073690891266
india/family/F1,2025-11-01,15287.0,15312.784173965454
india/family/F1,2025-12-01,15287.0,15294.455068588257
india/family/F1,2026-01-01,15287.0,15300.584476470947
india/family/F1,2026-02-01,15287.0,15296.132645606995
india/family/F1,2026-03-01,15287.0,15295.023097038269
india/family/F1,2026-04-01,15461.0,15304.777235031128
india/family/F1,2026-05-01,15584.0,15488.223993301392
india/family/F1,2026-06-01,15584.0,15630.801078796387
india/family/F1,2026-07-01,15737.0,15598.169878959656
india/family/F1,2026-08-01,16054.0,15770.00634765625
india/family/F1,2026-09-01,16457.0,16078.74499130249
india/family/F2A,2024-10-01,17127.0,17215.854209899902
india/family/F2A,2024-11-01,17167.0,17123.736095428467
india/family/F2A,2024-12-01,17167.0,17174.225677490234
india/family/F2A,2025-01-01,17167.0,17198.069692611694
india/family/F2A,2025-02-01,17167.0,17166.567779541016
india/family/F2A,2025-03-01,17167.0,17155.013820648193
india/family/F2A,2025-04-01,17167.0,17141.1368560791
india/family/F2A,2025-05-01,17167.0,17195.555404663086
india/family/F2A,2025-06-01,17167.0,17183.776260375977
india/family/F2A,2025-07-01,17410.0,17141.912929534912
india/family/F2A,2025-08-01,17410.0,17464.759742736816
india/family/F2A,2025-09-01,17410.0,17412.625589370728
