unique_id,ds,y,control-bitcn
china/employment/EB3,2026-06-01,17014.0,16967.460321575403
china/employment/EB3,2026-07-01,17157.0,17014.662551939487
china/employment/EB3,2026-08-01,17167.0,17157.785438656807
china/employment/EB3,2026-09-01,17167.0,17168.00688636303
china/employment/EB3_OW,2024-10-01,15341.0,15342.977314472198
china/employment/EB3_OW,2024-11-01,15341.0,15343.60645198822
china/employment/EB3_OW,2024-12-01,15341.0,15342.92805814743
china/employment/EB3_OW,2025-01-01,15341.0,15342.691458463669
china/employment/EB3_OW,2025-02-01,15341.0,15342.220670342445
china/employment/EB3_OW,2025-03-01,15341.0,15342.161912441254
china/employment/EB3_OW,2025-04-01,15431.0,15341.921224594116
china/employment/EB3_OW,2025-05-01,15431.0,15431.830319821835
china/employment/EB3_OW,2025-06-01,15431.0,15432.145384430885
china/employment/EB3_OW,2025-07-01,15461.0,15431.998862445354
china/employment/EB3_OW,2025-08-01,15461.0,15462.1862783432
china/employment/EB3_OW,2025-09-01,15461.0,15462.105942845345
china/employment/EB3_OW,2025-10-01,15675.0,15461.873504698277
china/employment/EB3_OW,2025-11-01,15675.0,15676.350630879402
china/employment/EB3_OW,2025-12-01,15682.0,15676.080688714981
china/employment/EB3_OW,2026-01-01,16047.0,15683.306880354881
china/employment/EB3_OW,2026-02-01,16047.0,16048.710606694221
china/employment/EB3_OW,2026-03-01,16047.0,16048.47385275364
china/employment/EB3_OW,2026-04-01,16102.0,16048.827698111534
china/employment/EB3_OW,2026-05-01,16102.0,16103.34943652153
china/employment/EB3_OW,2026-06-01,16161.0,16103.104725718498
china/employment/EB3_OW,2026-07-01,16161.0,16162.045801997185
china/employment/EB3_OW,2026-08-01,16191.0,16162.148255467415
china/employment/EB3_OW,2026-09-01,16191.0,16192.290726304054
china/family/F1,2024-10-01,14904.0,14904.531038582325
china/family/F1,2024-11-01,14904.0,14904.401985436678
china/family/F1,2024-12-01,14904.0,14904.398412644863
china/family/F1,2025-01-01,14935.0,14904.416097134352
china/family/F1,2025-02-01,14935.0,14935.397679775953
china/family/F1,2025-03-01,14935.0,14935.459461301565
