unique_id,ds,y,deepar-robust-levels
all_chargeability/family/F4,2025-01-01,11900.0,11893.844
all_chargeability/family/F4,2025-02-01,11900.0,11904.902
all_chargeability/family/F4,2025-03-01,11900.0,11903.922
all_chargeability/family/F4,2025-04-01,11900.0,11904.213
all_chargeability/family/F4,2025-05-01,12053.0,11905.451
all_chargeability/family/F4,2025-06-01,12053.0,11987.71
all_chargeability/family/F4,2025-07-01,12053.0,12021.836
all_chargeability/family/F4,2025-08-01,12053.0,12086.365
all_chargeability/family/F4,2025-09-01,12053.0,12064.925
all_chargeability/family/F4,2025-10-01,12060.0,12056.256
all_chargeability/family/F4,2025-11-01,12060.0,12070.254
all_chargeability/family/F4,2025-12-01,12060.0,12075.614
all_chargeability/family/F4,2026-01-01,12060.0,12071.627
all_chargeability/family/F4,2026-02-01,12060.0,12069.665
all_chargeability/family/F4,2026-03-01,12060.0,12069.77
all_chargeability/family/F4,2026-04-01,12212.0,12073.461
all_chargeability/family/F4,2026-05-01,12311.0,12191.785
all_chargeability/family/F4,2026-06-01,12365.0,12327.641
all_chargeability/family/F4,2026-07-01,12419.0,12403.219
all_chargeability/family/F4,2026-08-01,12662.0,12440.934
all_chargeability/family/F4,2026-09-01,13443.0,12539.983
china/employment/EB1,2024-10-01,17478.0,17491.049
china/employment/EB1,2024-11-01,17478.0,17482.855
china/employment/EB1,2024-12-01,17478.0,17487.127
china/employment/EB1,2025-01-01,17478.0,17487.658
china/employment/EB1,2025-02-01,17478.0,17488.36
china/employment/EB1,2025-03-01,17478.0,17484.564
china/employment/EB1,2025-04-01,17478.0,17484.695
china/employment/EB1,2025-05-01,17478.0,17486.926
china/employment/EB1,2025-06-01,17478.0,17485.834
china/employment/EB1,2025-07-01,17485.0,17487.453
china/employment/EB1,2025-08-01,17485.0,17490.016
china/employment/EB1,2025-09-01,17485.0,17493.113
china/employment/EB1,2025-10-01,17522.0,17490.934
china/employment/EB1,2025-11-01,17522.0,17519.121
china/employment/EB1,2025-12-01,17553.0,17532.25
china/employment/EB1,2026-01-01,17563.0,17557.102
china/employment/EB1,2026-02-01,17563.0,17576.016
china/employment/EB1,2026-03-01,17591.0,17575.898
china/employment/EB1,2026-04-01,17622.0,17595.305
china/employment/EB1,2026-05-01,17622.0,17631.281
china/employment/EB1,2026-06-01,17622.0,17644.291
china/employment/EB1,2026-07-01,17683.0,17636.857
china/employment/EB1,2026-08-01,17713.0,17682.55
china/employment/EB1,2026-09-01,17713.0,17733.92
china/employment/EB2,2024-10-01,16517.0,16509.375
china/employment/EB2,2024-11-01,16517.0,16524.453
china/employment/EB2,2024-12-01,16517.0,16530.727
china/employment/EB2,2025-01-01,16548.0,16529.328
china/employment/EB2,2025-02-01,16548.0,16553.438
china/employment/EB2,2025-03-01,16564.0,16569.758
china/employment/EB2,2025-04-01,16710.0,16574.066
china/employment/EB2,2025-05-01,16710.0,16699.074
china/employment/EB2,2025-06-01,16771.0,16753.875
china/employment/EB2,2025-07-01,16785.0,16796.504
china/employment/EB2,2025-08-01,16785.0,16814.67
china/employment/EB2,2025-09-01,16785.0,16817.057
china/employment/EB2,2025-10-01,16892.0,16813.797
china/employment/EB2,2025-11-01,16892.0,16904.355
china/employment/EB2,2025-12-01,16953.0,16935.385
china/employment/EB2,2026-01-01,17045.0,16978.734
china/employment/EB2,2026-02-01,17045.0,17071.979
china/employment/EB2,2026-03-01,17045.0,17100.332
china/employment/EB2,2026-04-01,17045.0,17083.219
china/employment/EB2,2026-05-01,17045.0,17065.186
china/employment/EB2,2026-06-01,17045.0,17066.723
china/employment/EB2,2026-07-01,17045.0,17072.488
china/employment/EB2,2026-08-01,17045.0,17068.945
china/employment/EB2,2026-09-01,17045.0,17061.166
china/employment/EB3,2024-10-01,16527.0,16701.61
china/employment/EB3,2024-11-01,16527.0,16572.719
china/employment/EB3,2024-12-01,16527.0,16514.902
china/employment/EB3,2025-01-01,16588.0,16538.492
china/employment/EB3,2025-02-01,16618.0,16589.152
china/employment/EB3,2025-03-01,16649.0,16636.86
china/employment/EB3,2025-04-01,16741.0,16658.738
china/employment/EB3,2025-05-01,16741.0,16738.287
china/employment/EB3,2025-06-01,16762.0,16771.02
china/employment/EB3,2025-07-01,16771.0,16786.268
china/employment/EB3,2025-08-01,16771.0,16787.201
china/employment/EB3,2025-09-01,16771.0,16797.43
china/employment/EB3,2025-10-01,16861.0,16791.58
china/employment/EB3,2025-11-01,16861.0,16869.723
china/employment/EB3,2025-12-01,16892.0,16900.318
china/employment/EB3,2026-01-01,16922.0,16911.717
china/employment/EB3,2026-02-01,16922.0,16940.83
china/employment/EB3,2026-03-01,16922.0,16946.367
china/employment/EB3,2026-04-01,16967.0,16944.426
china/employment/EB3,2026-05-01,16967.0,16977.084
china/employment/EB3,2026-06-01,17014.0,16989.457
china/employment/EB3,2026-07-01,17157.0,17024.203
china/employment/EB3,2026-08-01,17167.0,17156.828
china/employment/EB3,2026-09-01,17167.0,17221.559
china/employment/EB3_OW,2024-10-01,15341.0,15403.027
china/employment/EB3_OW,2024-11-01,15341.0,15368.17
china/employment/EB3_OW,2024-12-01,15341.0,15362.346
china/employment/EB3_OW,2025-01-01,15341.0,15355.473
china/employment/EB3_OW,2025-02-01,15341.0,15367.389
china/employment/EB3_OW,2025-03-01,15341.0,15375.5
china/employment/EB3_OW,2025-04-01,15431.0,15349.105
china/employment/EB3_OW,2025-05-01,15431.0,15439.321
china/employment/EB3_OW,2025-06-01,15431.0,15465.806
china/employment/EB3_OW,2025-07-01,15461.0,15445.315
china/employment/EB3_OW,2025-08-01,15461.0,15465.75
china/employment/EB3_OW,2025-09-01,15461.0,15478.172
china/employment/EB3_OW,2025-10-01,15675.0,15479.92
china/employment/EB3_OW,2025-11-01,15675.0,15648.814
china/employment/EB3_OW,2025-12-01,15682.0,15742.533
china/employment/EB3_OW,2026-01-01,16047.0,15733.602
china/employment/EB3_OW,2026-02-01,16047.0,15957.066
china/employment/EB3_OW,2026-03-01,16047.0,16093.881
china/employment/EB3_OW,2026-04-01,16102.0,16091.575
china/employment/EB3_OW,2026-05-01,16102.0,16069.007
china/employment/EB3_OW,2026-06-01,16161.0,16079.169
china/employment/EB3_OW,2026-07-01,16161.0,16154.121
china/employment/EB3_OW,2026-08-01,16191.0,16123.096
china/employment/EB3_OW,2026-09-01,16191.0,16165.883
china/family/F1,2024-10-01,14904.0,14931.31
china/family/F1,2024-11-01,14904.0,14913.535
china/family/F1,2024-12-01,14904.0,14707.137
china/family/F1,2025-01-01,14935.0,14693.998
china/family/F1,2025-02-01,14935.0,14694.974
china/family/F1,2025-03-01,14935.0,14844.283
china/family/F1,2025-04-01,15049.0,14862.003
china/family/F1,2025-05-01,15049.0,14870.615
china/family/F1,2025-06-01,15134.0,14864.738
china/family/F1,2025-07-01,15171.0,14865.006
china/family/F1,2025-08-01,15171.0,14852.678
china/family/F1,2025-09-01,15171.0,14861.042
china/family/F1,2025-10-01,15287.0,15169.197
china/family/F1,2025-11-01,15287.0,15129.092
china/family/F1,2025-12-01,15287.0,15335.559
china/family/F1,2026-01-01,15287.0,15323.186
china/family/F1,2026-02-01,15287.0,15313.276
china/family/F1,2026-03-01,15287.0,15307.197
china/family/F1,2026-04-01,15461.0,15307.441
china/family/F1,2026-05-01,15584.0,15458.551
china/family/F1,2026-06-01,15584.0,15626.627
china/family/F1,2026-07-01,15737.0,15651.439
china/family/F1,2026-08-01,16054.0,15762.009
china/family/F1,2026-09-01,16457.0,16059.649
china/family/F2A,2024-10-01,17127.0,17235.832
china/family/F2A,2024-11-01,17167.0,17183.105
china/family/F2A,2024-12-01,17167.0,17198.652
china/family/F2A,2025-01-01,17167.0,17202.602
china/family/F2A,2025-02-01,17167.0,17230.98
china/family/F2A,2025-03-01,17167.0,17198.87
