unique_id,ds,y,deepar-robust
india/employment/EB1,2025-12-01,17240.0,17278.403923034668
india/employment/EB1,2026-01-01,17563.0,17309.07191467285
india/employment/EB1,2026-02-01,17563.0,17681.84120941162
india/employment/EB1,2026-03-01,17591.0,17707.100708007812
india/employment/EB1,2026-04-01,17622.0,17667.24217224121
india/employment/EB1,2026-05-01,17622.0,17683.36343383789
india/employment/EB1,2026-06-01,17515.0,17662.6955909729
india/employment/EB1,2026-07-01,17454.0,17568.675369262695
india/employment/EB1,2026-08-01,17454.0,17472.727193832397
india/employment/EB1,2026-09-01,17454.0,17517.58194732666
india/employment/EB2,2024-07-01,13680.0,13619.450649499893
india/employment/EB2,2024-08-01,13710.0,13699.124137878418
india/employment/EB2,2024-09-01,13710.0,13732.892192840576
india/employment/EB2,2024-10-01,13710.0,13716.587418079376
india/employment/EB2,2024-11-01,13710.0,13712.761603355408
india/employment/EB2,2024-12-01,13727.0,13725.205307006836
india/employment/EB2,2025-01-01,13788.0,13747.688245773315
india/employment/EB2,2025-02-01,13802.0,13799.067642211914
india/employment/EB2,2025-03-01,13849.0,13816.680479049683
india/employment/EB2,2025-04-01,13880.0,13870.215097427368
india/employment/EB2,2025-05-01,13880.0,13902.176933288574
india/employment/EB2,2025-06-01,13880.0,13889.691104888916
india/employment/EB2,2025-07-01,13880.0,13899.71911239624
india/employment/EB2,2025-08-01,13880.0,13892.979188919067
india/employment/EB2,2025-09-01,13880.0,13892.626165390015
india/employment/EB2,2025-10-01,13970.0,13904.300968170166
india/employment/EB2,2025-11-01,13970.0,14001.55871963501
india/employment/EB2,2025-12-01,14014.0,13998.010959625244
india/employment/EB2,2026-01-01,14075.0,14034.306735992432
india/employment/EB2,2026-02-01,14075.0,14107.786693572998
india/employment/EB2,2026-03-01,14137.0,14097.604553222656
india/employment/EB2,2026-04-01,14440.0,14160.127269744873
india/employment/EB2,2026-05-01,14440.0,14527.323020935059
india/employment/EB2,2026-06-01,14123.0,14528.516059875488
india/employment/EB3,2024-10-01,13819.0,13821.574962615967
india/employment/EB3,2024-11-01,13819.0,13844.152103424072
india/employment/EB3,2024-12-01,13826.0,13841.913578033447
india/employment/EB3,2025-01-01,13849.0,13809.699562072754
india/employment/EB3,2025-02-01,13863.0,13857.778233528137
india/employment/EB3,2025-03-01,13911.0,13883.050819396973
india/employment/EB3,2025-04-01,13970.0,13936.802618026733
india/employment/EB3,2025-05-01,13984.0,14019.013389587402
india/employment/EB3,2025-06-01,13984.0,14008.988201141357
india/employment/EB3,2025-07-01,13991.0,14004.594299316406
india/employment/EB3,2025-08-01,14021.0,13995.377261161804
india/employment/EB3,2025-09-01,14021.0,14033.70949935913
india/employment/EB3,2025-10-01,14113.0,14024.038271427155
india/employment/EB3,2025-11-01,14113.0,14135.479267120361
india/employment/EB3,2025-12-01,14144.0,14126.623086929321
india/employment/EB3,2026-01-01,14198.0,14157.820421218872
india/employment/EB3,2026-02-01,14198.0,14219.619215011597
india/employment/EB3,2026-03-01,14198.0,14215.208812713623
india/employment/EB3,2026-04-01,14198.0,14208.89849281311
india/employment/EB3,2026-05-01,14198.0,14202.539876461029
india/employment/EB3,2026-06-01,14228.0,14203.003448486328
india/employment/EB3,2026-07-01,14245.0,14237.563138961792
india/employment/EB3,2026-08-01,14245.0,14254.26789855957
india/employment/EB3,2026-09-01,14245.0,14257.564172744751
india/employment/EB3_OW,2024-10-01,13819.0,13808.62267780304
india/employment/EB3_OW,2024-11-01,13819.0,13838.568893432617
india/employment/EB3_OW,2024-12-01,13826.0,13841.83480644226
india/employment/EB3_OW,2025-01-01,13849.0,13836.64696598053
india/employment/EB3_OW,2025-02-01,13863.0,13851.363799095154
india/employment/EB3_OW,2025-03-01,13911.0,13897.655258178711
india/employment/EB3_OW,2025-04-01,13970.0,13941.198051452637
india/employment/EB3_OW,2025-05-01,13984.0,14002.712615966797
india/employment/EB3_OW,2025-06-01,13984.0,14016.115707397461
india/employment/EB3_OW,2025-07-01,13991.0,14010.539623260498
india/employment/EB3_OW,2025-08-01,14021.0,13995.665621757507
india/employment/EB3_OW,2025-09-01,14021.0,14030.273871421814
india/employment/EB3_OW,2025-10-01,14113.0,14027.258133888245
india/employment/EB3_OW,2025-11-01,14113.0,14132.759300231934
india/employment/EB3_OW,2025-12-01,14144.0,14128.762434005737
india/employment/EB3_OW,2026-01-01,14198.0,14160.484434127808
india/employment/EB3_OW,2026-02-01,14198.0,14218.641510009766
india/employment/EB3_OW,2026-03-01,14198.0,14214.485786437988
india/employment/EB3_OW,2026-04-01,14198.0,14205.655809879303
india/employment/EB3_OW,2026-05-01,14198.0,14206.72607421875
india/employment/EB3_OW,2026-06-01,14228.0,14204.291305541992
india/employment/EB3_OW,2026-07-01,14245.0,14239.11238861084
india/employment/EB3_OW,2026-08-01,14245.0,14257.178235054016
india/employment/EB3_OW,2026-09-01,14245.0,14255.068258285522
india/family/F1,2024-10-01,14904.0,14925.434238433838
india/family/F1,2024-11-01,14904.0,14915.036685943604
india/family/F1,2024-12-01,14904.0,14918.07145690918
india/family/F1,2025-01-01,14935.0,14904.06542789936
india/family/F1,2025-02-01,14935.0,14939.76027584076
india/family/F1,2025-03-01,14935.0,14938.64907693863
india/family/F1,2025-04-01,15049.0,14947.15114402771
india/family/F1,2025-05-01,15049.0,15075.088493347168
india/family/F1,2025-06-01,15134.0,15067.611291885376
india/family/F1,2025-07-01,15171.0,15180.509033203125
india/family/F1,2025-08-01,15171.0,15205.999114990234
india/family/F1,2025-09-01,15171.0,15192.437362670898
india/family/F1,2025-10-01,15287.0,15188.358951568604
india/family/F1,2025-11-01,15287.0,15315.770860671997
india/family/F1,2025-12-01,15287.0,15301.154968261719
india/family/F1,2026-01-01,15287.0,15307.409313201904
india/family/F1,2026-02-01,15287.0,15304.392742156982
india/family/F1,2026-03-01,15287.0,15286.259647250175
india/family/F1,2026-04-01,15461.0,15288.721075892448
india/family/F1,2026-05-01,15584.0,15491.123058319092
india/family/F1,2026-06-01,15584.0,15640.121215820312
india/family/F1,2026-07-01,15737.0,15631.130809783936
india/family/F1,2026-08-01,16054.0,15806.0435256958
india/family/F1,2026-09-01,16457.0,16145.399948120117
india/family/F2A,2024-10-01,17127.0,17151.034255981445
india/family/F2A,2024-11-01,17167.0,17150.860916137695
india/family/F2A,2024-12-01,17167.0,17194.09341430664
india/family/F2A,2025-01-01,17167.0,17194.402812957764
india/family/F2A,2025-02-01,17167.0,17187.318956375122
india/family/F2A,2025-03-01,17167.0,17181.61696243286
india/family/F2A,2025-04-01,17167.0,17183.672424316406
india/family/F2A,2025-05-01,17167.0,17183.826580047607
india/family/F2A,2025-06-01,17167.0,17179.595685958862
india/family/F2A,2025-07-01,17410.0,17172.78681087494
india/family/F2A,2025-08-01,17410.0,17460.401958465576
india/family/F2A,2025-09-01,17410.0,17452.551818847656
india/family/F2A,2025-10-01,17928.0,17420.991891860962
india/family/F2A,2025-11-01,17928.0,18006.755004882812
india/family/F2A,2025-12-01,17928.0,17944.99423980713
india/family/F2A,2026-01-01,17928.0,18020.870407104492
india/family/F2A,2026-02-01,17928.0,17952.83630180359
india/family/F2A,2026-03-01,17928.0,17969.792625427246
india/family/F2A,2026-04-01,17928.0,17941.55436897278
india/family/F2A,2026-05-01,18110.0,17949.70264816284
india/family/F2A,2026-06-01,18263.0,18147.38990020752
india/family/F2A,2026-07-01,18263.0,18331.202697753906
india/family/F2A,2026-08-01,18830.0,18338.316787719727
india/family/F2A,2026-09-01,18861.0,18995.110809326172
mexico/employment/EB3,2024-10-01,17485.0,16800.437602996826
mexico/employment/EB3,2024-11-01,17485.0,17511.169202804565
mexico/employment/EB3,2024-12-01,17485.0,17515.10244369507
mexico/employment/EB3,2025-01-01,17501.0,17500.830514907837
mexico/employment/EB3,2025-02-01,17501.0,17519.561380386353
mexico/employment/EB3,2025-03-01,17501.0,17512.988048553467
mexico/employment/EB3,2025-04-01,17532.0,17511.356123924255
mexico/employment/EB3,2025-05-01,17532.0,17549.55890274048
mexico/employment/EB3,2025-06-01,17570.0,17544.686495780945
mexico/employment/EB3,2025-07-01,17622.0,17586.491138458252
mexico/employment/EB3,2025-08-01,17622.0,17646.90150642395
mexico/employment/EB3,2025-09-01,17622.0,17635.029408454895
mexico/employment/EB3,2025-10-01,17622.0,17631.587733268738
mexico/employment/EB3,2025-11-01,17622.0,17615.969095230103
mexico/employment/EB3,2025-12-01,17636.0,17620.19261431694
mexico/employment/EB3,2026-01-01,17643.0,17638.309918403625
mexico/employment/EB3,2026-02-01,17683.0,17648.752595424652
mexico/employment/EB3,2026-03-01,17805.0,17700.24634552002
mexico/employment/EB3,2026-04-01,18049.0,17835.33402824402
mexico/employment/EB3,2026-05-01,18049.0,18092.72869491577
mexico/employment/EB3,2026-06-01,18049.0,18073.003498077393
mexico/employment/EB3,2026-07-01,18110.0,18049.392874240875
mexico/employment/EB3,2026-08-01,18141.0,18121.967891693115
mexico/employment/EB3,2026-09-01,18141.0,18154.128100395203
mexico/employment/EB3_OW,2024-10-01,16771.0,16774.807747364044
mexico/employment/EB3_OW,2024-11-01,16771.0,16773.765697956085
mexico/employment/EB3_OW,2024-12-01,16771.0,16774.789707660675
mexico/employment/EB3_OW,2025-01-01,16778.0,16779.25079059601
mexico/employment/EB3_OW,2025-02-01,16778.0,16785.888363838196
mexico/employment/EB3_OW,2025-03-01,16833.0,16806.893196105957
mexico/employment/EB3_OW,2025-04-01,16943.0,16853.89391899109
mexico/employment/EB3_OW,2025-05-01,16943.0,16986.553260803223
mexico/employment/EB3_OW,2025-06-01,16974.0,16973.26008415222
mexico/employment/EB3_OW,2025-07-01,16990.0,17022.62006378174
mexico/employment/EB3_OW,2025-08-01,16990.0,17013.95788192749
mexico/employment/EB3_OW,2025-09-01,16990.0,17011.113302230835
mexico/employment/EB3_OW,2025-10-01,16997.0,17006.52696609497
mexico/employment/EB3_OW,2025-11-01,16997.0,17004.015486240387
mexico/employment/EB3_OW,2025-12-01,17014.0,16996.881947636604
mexico/employment/EB3_OW,2026-01-01,17045.0,17021.440601348877
mexico/employment/EB3_OW,2026-02-01,17045.0,17058.086833953857
mexico/employment/EB3_OW,2026-03-01,17106.0,17056.555857658386
mexico/employment/EB3_OW,2026-04-01,17106.0,17131.20649909973
mexico/employment/EB3_OW,2026-05-01,17198.0,17113.99477005005
mexico/employment/EB3_OW,2026-06-01,17198.0,17226.79062271118
mexico/employment/EB3_OW,2026-07-01,17226.0,17211.78071975708
mexico/employment/EB3_OW,2026-08-01,17257.0,17246.023029327393
mexico/employment/EB3_OW,2026-09-01,17257.0,17272.26611328125
mexico/employment/EB4,2024-10-01,16802.0,16817.139917373657
mexico/employment/EB4,2024-11-01,16802.0,16806.663860797882
mexico/employment/EB4,2024-12-01,16802.0,16810.020225524902
