unique_id,ds,y,deepar-legacy
china/employment/EB3,2025-03-01,16649.0,16625.697
china/employment/EB3,2025-04-01,16741.0,16658.5
china/employment/EB3,2025-05-01,16741.0,16760.535
china/employment/EB3,2025-06-01,16762.0,16754.111
china/employment/EB3,2025-07-01,16771.0,16791.008
china/employment/EB3,2025-08-01,16771.0,16782.328
china/employment/EB3,2025-09-01,16771.0,16807.914
china/employment/EB3,2025-10-01,16861.0,16798.617
china/employment/EB3,2025-11-01,16861.0,16907.805
china/employment/EB3,2025-12-01,16892.0,16892.094
china/employment/EB3,2026-01-01,16922.0,16910.688
china/employment/EB3,2026-02-01,16922.0,16947.617
china/employment/EB3,2026-03-01,16922.0,16936.969
china/employment/EB3,2026-04-01,16967.0,16936.836
china/employment/EB3,2026-05-01,16967.0,16994.527
china/employment/EB3,2026-06-01,17014.0,16982.52
china/employment/EB3,2026-07-01,17157.0,17050.428
china/employment/EB3,2026-08-01,17167.0,17237.145
china/employment/EB3,2026-09-01,17167.0,17233.049
china/employment/EB3_OW,2024-10-01,15341.0,15376.506
china/employment/EB3_OW,2024-11-01,15341.0,15303.088
china/employment/EB3_OW,2024-12-01,15341.0,15263.721
china/employment/EB3_OW,2025-01-01,15341.0,15258.125
china/employment/EB3_OW,2025-02-01,15341.0,15316.11
china/employment/EB3_OW,2025-03-01,15341.0,15372.23
china/employment/EB3_OW,2025-04-01,15431.0,15344.248
china/employment/EB3_OW,2025-05-01,15431.0,15492.157
china/employment/EB3_OW,2025-06-01,15431.0,15466.328
china/employment/EB3_OW,2025-07-01,15461.0,15445.282
china/employment/EB3_OW,2025-08-01,15461.0,15503.189
china/employment/EB3_OW,2025-09-01,15461.0,15508.922
china/employment/EB3_OW,2025-10-01,15675.0,15517.18
china/employment/EB3_OW,2025-11-01,15675.0,15712.66
china/employment/EB3_OW,2025-12-01,15682.0,15695.142
china/employment/EB3_OW,2026-01-01,16047.0,15705.09
china/employment/EB3_OW,2026-02-01,16047.0,16031.167
china/employment/EB3_OW,2026-03-01,16047.0,16094.926
china/employment/EB3_OW,2026-04-01,16102.0,16128.121
china/employment/EB3_OW,2026-05-01,16102.0,16086.049
china/employment/EB3_OW,2026-06-01,16161.0,16089.902
china/employment/EB3_OW,2026-07-01,16161.0,16239.431
china/employment/EB3_OW,2026-08-01,16191.0,16171.992
china/employment/EB3_OW,2026-09-01,16191.0,16225.398
china/family/F1,2024-10-01,14904.0,14945.54
china/family/F1,2024-11-01,14904.0,14822.746
china/family/F1,2024-12-01,14904.0,14891.656
china/family/F1,2025-01-01,14935.0,14894.291
china/family/F1,2025-02-01,14935.0,14944.686
china/family/F1,2025-03-01,14935.0,14940.422
china/family/F1,2025-04-01,15049.0,14942.697
china/family/F1,2025-05-01,15049.0,15096.327
china/family/F1,2025-06-01,15134.0,15086.408
china/family/F1,2025-07-01,15171.0,15193.372
china/family/F1,2025-08-01,15171.0,15222.971
china/family/F1,2025-09-01,15171.0,15207.342
china/family/F1,2025-10-01,15287.0,15199.356
china/family/F1,2025-11-01,15287.0,15332.934
china/family/F1,2025-12-01,15287.0,15296.087
china/family/F1,2026-01-01,15287.0,15271.352
china/family/F1,2026-02-01,15287.0,15276.937
china/family/F1,2026-03-01,15287.0,15265.457
china/family/F1,2026-04-01,15461.0,15266.151
china/family/F1,2026-05-01,15584.0,15526.421
china/family/F1,2026-06-01,15584.0,15678.279
china/family/F1,2026-07-01,15737.0,15646.484
china/family/F1,2026-08-01,16054.0,15856.541
china/family/F1,2026-09-01,16457.0,16193.168
china/family/F2A,2024-10-01,17127.0,17158.59
china/family/F2A,2024-11-01,17167.0,16926.46
china/family/F2A,2024-12-01,17167.0,17010.668
china/family/F2A,2025-01-01,17167.0,17157.559
china/family/F2A,2025-02-01,17167.0,17297.0
china/family/F2A,2025-03-01,17167.0,17244.941
china/family/F2A,2025-04-01,17167.0,17281.508
china/family/F2A,2025-05-01,17167.0,17232.453
china/family/F2A,2025-06-01,17167.0,17240.887
china/family/F2A,2025-07-01,17410.0,17236.719
china/family/F2A,2025-08-01,17410.0,17505.164
china/family/F2A,2025-09-01,17410.0,17457.008
china/family/F2A,2025-10-01,17928.0,17455.215
china/family/F2A,2025-11-01,17928.0,17980.785
china/family/F2A,2025-12-01,17928.0,17990.82
china/family/F2A,2026-01-01,17928.0,18031.45
china/family/F2A,2026-02-01,17928.0,17921.936
china/family/F2A,2026-03-01,17928.0,18002.223
china/family/F2A,2026-04-01,17928.0,17912.584
china/family/F2A,2026-05-01,18110.0,17904.285
china/family/F2A,2026-06-01,18263.0,18161.885
china/family/F2A,2026-07-01,18263.0,18329.562
china/family/F2A,2026-08-01,18830.0,18317.66
china/family/F2A,2026-09-01,18861.0,19053.062
china/family/F2B,2024-10-01,15096.0,15027.327
china/family/F2B,2024-11-01,15096.0,15088.195
china/family/F2B,2024-12-01,15096.0,15091.383
china/family/F2B,2025-01-01,15117.0,15097.841
china/family/F2B,2025-02-01,15117.0,15117.342
china/family/F2B,2025-03-01,15117.0,15117.238
china/family/F2B,2025-04-01,15178.0,15114.488
china/family/F2B,2025-05-01,15178.0,15200.156
china/family/F2B,2025-06-01,15240.0,15190.012
